"","CowId","DIM_Target","CaseOrControl","Calving","DIM","ReadCountRaw","ReadCountTrim","Batch","ReadCountHost","FarmId","SampleType","DaysToInfection","WeeksToInfection","ReadCountNonHost","SampleId"
"USDA3147","23812","2","Control","5/28/19",-26,38994317,37896459,"3",1172720,"Farm B","Sample",-28,"-4",36723739,"USDA3147"
"USDA3148","23872","11","Case","5/23/19",-21,30338567,29586187,"3",3086021,"Farm B","Sample",-32,"-5",26500166,"USDA3148"
"USDA3149","23808","3","Case","5/24/19",-22,32097846,30996308,"1",1321107,"Farm B","Sample",-25,"-4",29675201,"USDA3149"
"USDA3151","23730","6","Control","4/13/19",2,36690113,35415587,"1",28673799,"Farm B","Sample",-4,"-1",6741788,"USDA3151"
"USDA3158","5718","2","Control","11/25/19",-4,27169392,26533247,"3",385474,"Farm C","Sample",-6,"-1",26147773,"USDA3158"
"USDA3178","5382","8","Case","12/5/19",-14,30156492,29558313,"1",1255134,"Farm C","Sample",-22,"-4",28303179,"USDA3178"
"USDA3227","5802","7","Control","11/20/19",-20,24538161,23848181,"2",428122,"Farm C","Sample",-27,"-4",23420059,"USDA3227"
"USDA3250","5420","16","Case","11/27/19",-27,29396644,28783305,"1",134623,"Farm C","Sample",-43,"≥ -7",28648682,"USDA3250"
"USDA3255","5537","3","Case","10/22/19",3,27406248,26713335,"1",4475008,"Farm C","Sample",0,"-1",22238327,"USDA3255"
"USDA3289","5382","8","Case","12/5/19",-21,40173699,39418965,"1",403802,"Farm C","Sample",-29,"-5",39015163,"USDA3289"
"USDA3291","5802","7","Control","11/20/19",-6,36496262,35591853,"3",542600,"Farm C","Sample",-13,"-2",35049253,"USDA3291"
"USDA3323","94057","21","Case","8/24/19",-18,29609804,28951636,"3",1525223,"Farm A","Sample",-39,"-6",27426413,"USDA3323"
"USDA3332","94134","22","Control","9/6/19",-31,46290788,45195463,"2",822335,"Farm A","Sample",-53,"≥ -7",44373128,"USDA3332"
"USDA3348","68481","4","Case","8/11/19",-5,22054326,21563647,"1",3558666,"Farm A","Sample",-9,"-2",18004981,"USDA3348"
"USDA3359","84446","7","Case","8/16/19",-9,35022415,34108150,"2",28719854,"Farm A","Sample",-16,"-3",5388296,"USDA3359"
"USDA3382","84521","4","Case","8/26/19",-19,39729708,38628795,"3",7496414,"Farm A","Sample",-23,"-4",31132381,"USDA3382"
"USDA3387","5439","9","Control","11/18/19",-25,25324900,24557345,"2",6729980,"Farm C","Sample",-34,"-5",17827365,"USDA3387"
"USDA3391","5541","4","Control","10/28/19",-4,31047960,30313291,"2",1565559,"Farm C","Sample",-8,"-2",28747732,"USDA3391"
"USDA3422","23807","2","Control","4/23/19",-5,30354549,29705972,"2",597621,"Farm B","Sample",-7,"-1",29108351,"USDA3422"
"USDA3423","23349","4","Case","4/25/19",-7,37803249,35683352,"2",27553891,"Farm B","Sample",-11,"-2",8129461,"USDA3423"
"USDA3425","23419","4","Case","4/25/19",-7,33020100,32311354,"1",20719178,"Farm B","Sample",-11,"-2",11592176,"USDA3425"
"USDA3431","23660","3","Case","4/22/19",-4,34451891,33497941,"1",20618952,"Farm B","Sample",-7,"-1",12878989,"USDA3431"
"USDA3442","94279","14","Control","8/26/19",-19,35143442,34388243,"3",4634644,"Farm A","Sample",-33,"-5",29753599,"USDA3442"
"USDA3445","23872","11","Case","5/23/19",-35,21000111,20566855,"2",750996,"Farm B","Sample",-46,"≥ -7",19815859,"USDA3445"
"USDA3461","23277","29","Control","4/28/19",-10,28292296,27566564,"2",3210718,"Farm B","Sample",-39,"-6",24355846,"USDA3461"
"USDA3464","23043","6","Control","4/23/19",-5,33644961,31503624,"2",6979169,"Farm B","Sample",-11,"-2",24524455,"USDA3464"
"USDA3466","23805","3","Case","4/26/19",-8,32242117,31380408,"2",16908187,"Farm B","Sample",-11,"-2",14472221,"USDA3466"
"USDA3470","23701","2","Control","4/30/19",-12,30352631,28920247,"2",19493574,"Farm B","Sample",-14,"-2",9426673,"USDA3470"
"USDA3472","23740","0","Case","4/29/19",-11,38432968,36577684,"1",21700480,"Farm B","Sample",-11,"-2",14877204,"USDA3472"
"USDA3481","23813","2","Case","5/11/19",-9,28325083,27682186,"1",15304906,"Farm B","Sample",-11,"-2",12377280,"USDA3481"
"USDA3485","23813","2","Case","5/11/19",-23,28087690,27492490,"2",357917,"Farm B","Sample",-25,"-4",27134573,"USDA3485"
"USDA3490","23751","5","Control","5/15/19",-27,33842436,32969715,"3",27020441,"Farm B","Sample",-32,"-5",5949274,"USDA3490"
"USDA3496","23744","4","Control","5/23/19",-35,24171244,23077925,"1",784534,"Farm B","Sample",-39,"-6",22293391,"USDA3496"
"USDA3499","23144","3","Control","4/26/19",-8,31257367,30305882,"3",223142,"Farm B","Sample",-11,"-2",30082740,"USDA3499"
"USDA3506","84568","18","Case","9/21/19",-32,41145890,39881267,"2",34685473,"Farm A","Sample",-50,"≥ -7",5195794,"USDA3506"
"USDA3524","93514","25","Case","8/1/19",-13,30617513,29855560,"3",2376857,"Farm A","Sample",-38,"-6",27478703,"USDA3524"
"USDA3533","1736","14","Control","3/22/19",-35,36678363,35788387,"3",34268987,"Farm D","Sample",-49,"≥ -7",1519400,"USDA3533"
"USDA3536","8431","5","Control","5/25/19",-11,33645558,32930944,"1",159176,"Farm D","Sample",-16,"-3",32771768,"USDA3536"
"USDA3537","1760","7","Control","5/23/19",-9,32795194,32156930,"3",13937,"Farm D","Sample",-16,"-3",32142993,"USDA3537"
"USDA3541","1760","7","Control","5/23/19",-6,22025076,21545845,"2",35473,"Farm D","Sample",-13,"-2",21510372,"USDA3541"
"USDA3549","8438","5","Control","5/5/19",4,38938615,37768641,"2",39370,"Farm D","Sample",-1,"-1",37729271,"USDA3549"
"USDA3552","1716","3","Case","5/7/19",2,36546616,35920639,"1",53924,"Farm D","Sample",-1,"-1",35866715,"USDA3552"
"USDA3553","5844","12","Control","11/3/19",-10,34603070,33768806,"3",2890945,"Farm C","Sample",-22,"-4",30877861,"USDA3553"
"USDA3577","1713","13","Case","3/16/19",-22,28581105,27589174,"2",2172947,"Farm D","Sample",-35,"-5",25416227,"USDA3577"
"USDA3578","1704","2","Case","3/13/19",-19,32094777,31396831,"1",12083805,"Farm D","Sample",-21,"-3",19313026,"USDA3578"
"USDA3581","8433","8","Control","3/28/19",-34,33405058,32508451,"1",490174,"Farm D","Sample",-42,"-6",32018277,"USDA3581"
"USDA3582","8440","8","Control","3/28/19",-34,25413411,24679355,"2",2121309,"Farm D","Sample",-42,"-6",22558046,"USDA3582"
"USDA3583","1724","1","Case","3/28/19",-34,25870843,25149819,"1",16907178,"Farm D","Sample",-35,"-5",8242641,"USDA3583"
"USDA3587","1706","2","Case","3/19/19",-25,16934578,16535267,"3",7893484,"Farm D","Sample",-27,"-4",8641783,"USDA3587"
"USDA3597","5652","5","Control","11/3/19",-10,39056124,37918313,"1",854032,"Farm C","Sample",-15,"-3",37064281,"USDA3597"
"USDA3640","93514","25","Case","8/1/19",25,25307877,24533030,"1",4610549,"Farm A","Sample",0,"-1",19922481,"USDA3640"
"USDA3644","69116","7","Case","8/30/19",7,37320886,36402493,"2",25022815,"Farm A","Sample",0,"-1",11379678,"USDA3644"
"USDA3654","69116","7","Case","8/30/19",-9,29391601,28594807,"3",3279993,"Farm A","Sample",-16,"-3",25314814,"USDA3654"
"USDA3656","84738","21","Case","9/7/19",-3,27149831,26522735,"1",14581198,"Farm A","Sample",-24,"-4",11941537,"USDA3656"
"USDA3658","84741","24","Case","9/12/19",-8,28126588,27592454,"1",5554969,"Farm A","Sample",-32,"-5",22037485,"USDA3658"
"USDA3660","84568","18","Case","9/21/19",-17,35553765,34078844,"2",10861012,"Farm A","Sample",-35,"-5",23217832,"USDA3660"
"USDA3668","5658","15","Control","12/5/19",0,23755438,23217844,"2",3526950,"Farm C","Sample",-15,"-3",19690894,"USDA3668"
"USDA3674","5652","5","Control","11/3/19",-3,35852140,34989940,"1",743392,"Farm C","Sample",-8,"-2",34246548,"USDA3674"
"USDA3682","5844","12","Control","11/3/19",-3,29184841,28608087,"1",329755,"Farm C","Sample",-15,"-3",28278332,"USDA3682"
"USDA3685","5382","8","Case","12/5/19",-35,40423667,39381743,"1",439663,"Farm C","Sample",-43,"≥ -7",38942080,"USDA3685"
"USDA3686","5718","2","Control","11/25/19",-25,32771061,31976146,"3",706957,"Farm C","Sample",-27,"-4",31269189,"USDA3686"
"USDA3695","5049","12","Case","10/20/19",5,27978129,27219664,"3",1641099,"Farm C","Sample",-7,"-1",25578565,"USDA3695"
"USDA3713","5439","9","Control","11/18/19",-18,28653475,27772859,"2",123752,"Farm C","Sample",-27,"-4",27649107,"USDA3713"
"USDA3735","85111","6","Case","9/23/19",-19,21383497,20825320,"1",481267,"Farm A","Sample",-25,"-4",20344053,"USDA3735"
"USDA3757","5420","16","Case","11/27/19",-13,31517214,30861935,"3",195918,"Farm C","Sample",-29,"-5",30666017,"USDA3757"
"USDA3760","5718","2","Control","11/25/19",-11,32264701,30778009,"1",1642836,"Farm C","Sample",-13,"-2",29135173,"USDA3760"
"USDA3766","5439","9","Control","11/18/19",-4,22153121,21636525,"3",147973,"Farm C","Sample",-13,"-2",21488552,"USDA3766"
"USDA3769","5635","2","Case","12/11/19",-27,43317294,42192110,"3",2185659,"Farm C","Sample",-29,"-5",40006451,"USDA3769"
"USDA3771","5658","15","Control","12/5/19",-21,34411807,33711707,"1",1178390,"Farm C","Sample",-36,"-6",32533317,"USDA3771"
"USDA3801","5635","2","Case","12/11/19",-20,35092898,34427063,"1",3765986,"Farm C","Sample",-22,"-4",30661077,"USDA3801"
"USDA3805","8444","6","Control","3/23/19",-29,34095195,33220315,"2",11323464,"Farm D","Sample",-35,"-5",21896851,"USDA3805"
"USDA3810","1740","2","Case","3/19/19",-25,34331452,33534209,"2",3737391,"Farm D","Sample",-27,"-4",29796818,"USDA3810"
"USDA3814","1708","0","Case","3/15/19",-21,33617203,32988200,"1",5737980,"Farm D","Sample",-21,"-3",27250220,"USDA3814"
"USDA3820","5505","1","Case","9/26/19",1,31732058,30873669,"3",4611604,"Farm C","Sample",0,"-1",26262065,"USDA3820"
"USDA3822","5431","13","Case","9/21/19",6,21655593,21065044,"2",2162012,"Farm C","Sample",-7,"-1",18903032,"USDA3822"
"USDA3827","5573","1","Control","9/26/19",1,21478051,21007170,"2",1315394,"Farm C","Sample",0,"-1",19691776,"USDA3827"
"USDA3830","93514","25","Case","8/1/19",-9,29223264,28399566,"3",17773066,"Farm A","Sample",-34,"-5",10626500,"USDA3830"
"USDA3846","83657","8","Case","8/1/19",-9,26723266,26169540,"1",13638555,"Farm A","Sample",-17,"-3",12530985,"USDA3846"
"USDA3847","84778","7","Control","10/11/19",4,40263544,39335600,"3",26255469,"Farm A","Sample",-3,"-1",13080131,"USDA3847"
"USDA3870","84521","4","Case","8/26/19",-5,26434651,25827434,"1",252588,"Farm A","Sample",-9,"-2",25574846,"USDA3870"
"USDA3874","93845","5","Case","9/18/19",-14,32803884,31935898,"3",2182685,"Farm A","Sample",-19,"-3",29753213,"USDA3874"
"USDA3883","84133","7","Control","8/2/19",-10,28734996,28005302,"3",1582221,"Farm A","Sample",-17,"-3",26423081,"USDA3883"
"USDA3885","84697","4","Case","8/5/19",-13,22187253,21560157,"2",1354873,"Farm A","Sample",-17,"-3",20205284,"USDA3885"
"USDA3892","68726","21","Case","10/2/19",13,39576707,38722536,"1",15680581,"Farm A","Sample",-8,"-2",23041955,"USDA3892"
"USDA3896","68726","21","Case","10/2/19",-6,43040188,41759429,"1",31848219,"Farm A","Sample",-27,"-4",9911210,"USDA3896"
"USDA3898","84924","7","Case","9/28/19",-2,22237117,21789007,"1",909958,"Farm A","Sample",-9,"-2",20879049,"USDA3898"
"USDA3906","94134","22","Control","9/6/19",-2,31758781,30965790,"3",2024528,"Farm A","Sample",-24,"-4",28941262,"USDA3906"
"USDA3925","84156","6","Control","7/30/19",-7,24828052,23421666,"2",937437,"Farm A","Sample",-13,"-2",22484229,"USDA3925"
"USDA3932","85135","8","Control","9/21/19",-17,26444509,25782722,"1",1782609,"Farm A","Sample",-25,"-4",24000113,"USDA3932"
"USDA3939","69228","25","Case","9/28/19",-2,28426123,27885477,"1",1532066,"Farm A","Sample",-27,"-4",26353411,"USDA3939"
"USDA3941","84778","7","Control","10/11/19",-15,32022930,31363031,"2",1467454,"Farm A","Sample",-22,"-4",29895577,"USDA3941"
"USDA3947","93780","18","Control","10/5/19",-32,37615769,36702370,"3",32592195,"Farm A","Sample",-50,"≥ -7",4110175,"USDA3947"
"USDA3960","84901","11","Control","9/28/19",-2,36587380,35837856,"1",31229262,"Farm A","Sample",-13,"-2",4608594,"USDA3960"
"USDA3963","87216","15","Case","10/3/19",-7,28441606,27579537,"2",6060484,"Farm A","Sample",-22,"-4",21519053,"USDA3963"
"USDA3993","68481","4","Case","8/11/19",4,34790776,33752023,"2",30927387,"Farm A","Sample",0,"-1",2824636,"USDA3993"
"USDA3995","84771","5","Control","8/10/19",5,32430758,31683776,"2",14330351,"Farm A","Sample",0,"-1",17353425,"USDA3995"
"USDA3996","5798","6","Case","8/9/19",6,34506379,33241216,"1",10326534,"Farm A","Sample",0,"-1",22914682,"USDA3996"
"USDA3997","94279","14","Control","8/26/19",-5,24890936,24337335,"1",179910,"Farm A","Sample",-19,"-3",24157425,"USDA3997"
"USDA4003","69228","25","Case","9/28/19",25,37850723,36693179,"2",7138819,"Farm A","Sample",0,"-1",29554360,"USDA4003"
"USDA4004","68726","21","Case","10/2/19",21,33181543,32148981,"1",9056220,"Farm A","Sample",0,"-1",23092761,"USDA4004"
"USDA4007","69002","21","Control","10/11/19",12,36537778,35662273,"2",13577464,"Farm A","Sample",-9,"-2",22084809,"USDA4007"
"USDA4010","94122","23","Control","10/14/19",9,31665510,30836695,"2",13956228,"Farm A","Sample",-14,"-2",16880467,"USDA4010"
"USDA4019","94057","21","Case","8/24/19",-3,29027496,28268770,"3",6742061,"Farm A","Sample",-24,"-4",21526709,"USDA4019"
"USDA4028","93780","18","Control","10/5/19",18,32315493,31311400,"1",25123864,"Farm A","Sample",0,"-1",6187536,"USDA4028"
"USDA4032","93745","17","Control","10/15/19",8,33837206,33047347,"1",15769865,"Farm A","Sample",-9,"-2",17277482,"USDA4032"
"USDA4042","93514","25","Case","8/1/19",25,23334426,22386740,"2",3611291,"Farm A","Sample",0,"-1",18775449,"USDA4042"
"USDA4048","94279","14","Control","8/26/19",-34,31213536,29488202,"2",3614456,"Farm A","Sample",-48,"≥ -7",25873746,"USDA4048"
"USDA4067","84753","7","Control","8/30/19",7,30345019,29635268,"1",13907643,"Farm A","Sample",0,"-1",15727625,"USDA4067"
"USDA4093","5814","7","Control","8/2/19",-10,24764503,23973743,"2",322242,"Farm A","Sample",-17,"-3",23651501,"USDA4093"
"USDA4095","35786","2","Control","8/3/19",-11,28470849,27132789,"2",10784036,"Farm A","Sample",-13,"-2",16348753,"USDA4095"
"USDA4101","94122","23","Control","10/14/19",4,36016557,35173768,"2",7418946,"Farm A","Sample",-19,"-3",27754822,"USDA4101"
"USDA4106","5798","6","Case","8/9/19",-17,31586144,30163922,"3",10683572,"Farm A","Sample",-23,"-4",19480350,"USDA4106"
"USDA4110","94057","21","Case","8/24/19",-32,29432088,28589378,"2",11575833,"Farm A","Sample",-53,"≥ -7",17013545,"USDA4110"
"USDA4111","93745","17","Control","10/15/19",3,27997578,27392437,"1",8931049,"Farm A","Sample",-14,"-2",18461388,"USDA4111"
"USDA4113","84778","7","Control","10/11/19",7,32891788,32128305,"1",13608283,"Farm A","Sample",0,"-1",18520022,"USDA4113"
"USDA4116","87216","15","Case","10/3/19",15,46901327,45701480,"1",32325367,"Farm A","Sample",0,"-1",13376113,"USDA4116"
"USDA4125","69002","21","Control","10/11/19",7,52194841,49144045,"2",6568881,"Farm A","Sample",-14,"-2",42575164,"USDA4125"
"USDA4132","5845","25","Control","7/25/19",-2,22163339,21684386,"2",835910,"Farm A","Sample",-27,"-4",20848476,"USDA4132"
"USDA4149","68726","21","Case","10/2/19",-29,34884731,34189589,"1",7830789,"Farm A","Sample",-50,"≥ -7",26358800,"USDA4149"
"USDA4151","84924","7","Case","9/28/19",-25,24385128,23192679,"2",1230202,"Farm A","Sample",-32,"-5",21962477,"USDA4151"
"USDA4157","69228","25","Case","9/28/19",18,26967370,25870317,"1",5648697,"Farm A","Sample",-7,"-1",20221620,"USDA4157"
"USDA4162","84901","11","Control","9/28/19",-25,31653894,30821114,"1",6634652,"Farm A","Sample",-36,"-6",24186462,"USDA4162"
"USDA4163","68726","21","Case","10/2/19",10,43462445,42654506,"1",12973623,"Farm A","Sample",-11,"-2",29680883,"USDA4163"
"USDA4164","68923","7","Control","10/5/19",7,36850315,35848523,"2",35295610,"Farm A","Sample",0,"-1",552913,"USDA4164"
"USDA4169","94122","23","Control","10/14/19",23,28536173,27543425,"2",4691313,"Farm A","Sample",0,"-1",22852112,"USDA4169"
"USDA4173","93780","18","Control","10/5/19",11,30210005,29589891,"1",16536253,"Farm A","Sample",-7,"-1",13053638,"USDA4173"
"USDA4187","84771","5","Control","8/10/19",-18,28449957,27116907,"2",3365131,"Farm A","Sample",-23,"-4",23751776,"USDA4187"
"USDA4217","85111","6","Case","9/23/19",6,35479833,34503891,"3",15764162,"Farm A","Sample",0,"-1",18739729,"USDA4217"
"USDA4232","93745","17","Control","10/15/19",-28,29497947,28853575,"2",678668,"Farm A","Sample",-45,"≥ -7",28174907,"USDA4232"
"USDA4237","87216","15","Case","10/3/19",-16,27567642,26920825,"2",7784703,"Farm A","Sample",-31,"-5",19136122,"USDA4237"
"USDA4238","93780","18","Control","10/5/19",-18,28071417,27498416,"1",6540506,"Farm A","Sample",-36,"-6",20957910,"USDA4238"
"USDA4244","94279","14","Control","8/26/19",5,31887119,31121314,"3",18912176,"Farm A","Sample",-9,"-2",12209138,"USDA4244"
"USDA4251","94279","14","Control","8/26/19",-13,22473460,22003809,"1",636743,"Farm A","Sample",-27,"-4",21367066,"USDA4251"
"USDA4257","87221","19","Control","8/26/19",12,45462565,44473866,"2",1976274,"Farm A","Sample",-7,"-1",42497592,"USDA4257"
"USDA4262","93745","17","Control","10/15/19",17,30406173,29733744,"1",11076003,"Farm A","Sample",0,"-1",18657741,"USDA4262"
"USDA4264","69002","21","Control","10/11/19",21,23769987,23245710,"2",1863898,"Farm A","Sample",0,"-1",21381812,"USDA4264"
"USDA4269","93780","18","Control","10/5/19",-6,28367964,27744907,"1",634483,"Farm A","Sample",-24,"-4",27110424,"USDA4269"
"USDA4274","68726","21","Case","10/2/19",-25,25449723,24669362,"2",959832,"Farm A","Sample",-46,"≥ -7",23709530,"USDA4274"
"USDA4278","68923","7","Control","10/5/19",-28,33652368,31530701,"1",220789,"Farm A","Sample",-35,"-5",31309912,"USDA4278"
"USDA4283","94122","23","Control","10/14/19",18,33724528,32906594,"3",4841773,"Farm A","Sample",-5,"-1",28064821,"USDA4283"
"USDA4286","69002","21","Control","10/11/19",-34,40664926,39278099,"3",4644959,"Farm A","Sample",-55,"≥ -7",34633140,"USDA4286"
"USDA4299","94122","23","Control","10/14/19",-15,24212432,23676451,"2",70366,"Farm A","Sample",-38,"-6",23606085,"USDA4299"
"USDA4301","94176","7","Control","10/2/19",-3,30806500,30132591,"2",1213592,"Farm A","Sample",-10,"-2",28918999,"USDA4301"
"USDA4309","68688","13","Case","8/31/19",7,33556534,32731307,"2",22826363,"Farm A","Sample",-6,"-1",9904944,"USDA4309"
"USDA4319","85135","8","Control","9/21/19",8,29008203,27867989,"2",4206188,"Farm A","Sample",0,"-1",23661801,"USDA4319"
"USDA4327","69116","7","Case","8/30/19",-17,35544938,34256620,"2",19781434,"Farm A","Sample",-24,"-4",14475186,"USDA4327"
"USDA4349","94057","21","Case","8/24/19",-11,25176747,24653342,"1",1211476,"Farm A","Sample",-32,"-5",23441866,"USDA4349"
"USDA4355","84753","7","Control","8/30/19",-17,32214926,31056895,"1",1196996,"Farm A","Sample",-24,"-4",29859899,"USDA4355"
"USDA4359","84738","21","Case","9/7/19",-25,26006143,25434016,"1",310349,"Farm A","Sample",-46,"≥ -7",25123667,"USDA4359"
"USDA4368","84446","7","Case","8/16/19",-3,26669346,25966984,"3",713148,"Farm A","Sample",-10,"-2",25253836,"USDA4368"
"USDA4387","84901","11","Control","9/28/19",-10,24135824,23595805,"1",3900231,"Farm A","Sample",-21,"-3",19695574,"USDA4387"
"USDA4391","85111","6","Case","9/23/19",-5,25830362,25298117,"1",829155,"Farm A","Sample",-11,"-2",24468962,"USDA4391"
"USDA4393","84778","7","Control","10/11/19",-23,33745766,32985993,"3",1049576,"Farm A","Sample",-30,"-5",31936417,"USDA4393"
"USDA4398","84924","7","Case","9/28/19",-10,32059623,31283424,"1",9075789,"Farm A","Sample",-17,"-3",22207635,"USDA4398"
"USDA4404","68688","13","Case","8/31/19",-6,30373269,29054813,"2",24119684,"Farm A","Sample",-19,"-3",4935129,"USDA4404"
"USDA4406","84738","21","Case","9/7/19",-13,32552409,31819908,"1",30430867,"Farm A","Sample",-34,"-5",1389041,"USDA4406"
"USDA4411","84753","7","Control","8/30/19",-5,37750372,36788147,"2",414132,"Farm A","Sample",-12,"-2",36374015,"USDA4411"
"USDA4445","84738","21","Case","9/7/19",12,39623676,38742859,"3",11287618,"Farm A","Sample",-9,"-2",27455241,"USDA4445"
"USDA4448","84738","21","Case","9/7/19",2,28901407,28082963,"2",27252242,"Farm A","Sample",-19,"-3",830721,"USDA4448"
"USDA4449","94134","22","Control","9/6/19",3,33643261,32899363,"1",12263876,"Farm A","Sample",-19,"-3",20635487,"USDA4449"
"USDA4454","87215","14","Control","9/9/19",7,41987782,40835507,"1",20298420,"Farm A","Sample",-7,"-1",20537087,"USDA4454"
"USDA4488","5431","13","Case","9/21/19",13,49112496,47425555,"2",539430,"Farm C","Sample",0,"-1",46886125,"USDA4488"
"USDA4516","23345","4","Case","4/15/19",3,28931096,28033625,"2",23237707,"Farm B","Sample",-1,"-1",4795918,"USDA4516"
"USDA4517","23754","5","Case","4/13/19",5,28961902,28271500,"2",20782895,"Farm B","Sample",0,"-1",7488605,"USDA4517"
"USDA4518","23645","1","Control","4/18/19",0,25497464,24903518,"1",2934940,"Farm B","Sample",-1,"-1",21968578,"USDA4518"
"USDA4541","94279","14","Control","8/26/19",14,48468476,46275428,"2",5484905,"Farm A","Sample",0,"-1",40790523,"USDA4541"
"USDA4548","5718","2","Control","11/25/19",2,34833240,32650393,"2",2651856,"Farm C","Sample",0,"-1",29998537,"USDA4548"
"USDA4568","5802","7","Control","11/20/19",7,33251300,32461483,"2",1800311,"Farm C","Sample",0,"-1",30661172,"USDA4568"
"USDA4571","5439","9","Control","11/18/19",9,29310104,28458929,"1",2515689,"Farm C","Sample",0,"-1",25943240,"USDA4571"
"USDA4579","5844","12","Control","11/3/19",12,37517484,36609065,"2",3544271,"Farm C","Sample",0,"-1",33064794,"USDA4579"
"USDA4611","5049","12","Case","10/20/19",-10,36306834,34483062,"1",2000107,"Farm C","Sample",-22,"-4",32482955,"USDA4611"
"USDA4746","1760","7","Control","5/23/19",-1,27910188,27201617,"2",54790,"Farm D","Sample",-8,"-2",27146827,"USDA4746"
"USDA4749","94176","7","Control","10/2/19",-19,25914616,25306544,"2",4950713,"Farm A","Sample",-26,"-4",20355831,"USDA4749"
"USDA4752","84568","18","Case","9/21/19",-8,23997937,23448126,"3",934381,"Farm A","Sample",-26,"-4",22513745,"USDA4752"
"USDA5101","84956","17","Case","9/17/19",-6,27701578,27106156,"3",3314810,"Farm A","Sample",-23,"-4",23791346,"USDA5101"
"USDA5102","84741","24","Case","9/12/19",-1,28478314,27864536,"2",1443360,"Farm A","Sample",-25,"-4",26421176,"USDA5102"
"USDA5140","84901","11","Control","9/28/19",11,35458036,34529863,"2",6877360,"Farm A","Sample",0,"-1",27652503,"USDA5140"
"USDA5156","84741","24","Case","9/12/19",-30,40148269,39086776,"3",24088225,"Farm A","Sample",-54,"≥ -7",14998551,"USDA5156"
"USDA5306","69116","7","Case","8/30/19",-1,24098331,23114633,"2",4245896,"Farm A","Sample",-8,"-2",18868737,"USDA5306"
"USDA5307","84741","24","Case","9/12/19",-14,25362154,24769505,"2",3295552,"Farm A","Sample",-38,"-6",21473953,"USDA5307"
"USDA5311","84568","18","Case","9/21/19",-23,24923168,24345503,"1",6158750,"Farm A","Sample",-41,"-6",18186753,"USDA5311"
"USDA5313","84753","7","Control","8/30/19",-1,24692939,23954361,"1",1727511,"Farm A","Sample",-8,"-2",22226850,"USDA5313"
"USDA5320","68688","13","Case","8/31/19",-2,35651607,34062845,"1",4540958,"Farm A","Sample",-15,"-3",29521887,"USDA5320"
"USDA5321","84738","21","Case","9/7/19",-9,26422043,25826588,"1",22527610,"Farm A","Sample",-30,"-5",3298978,"USDA5321"
"USDA5329","85135","8","Control","9/21/19",-23,24512333,23891179,"1",1371449,"Farm A","Sample",-31,"-5",22519730,"USDA5329"
"USDA5336","93745","17","Control","10/15/19",-21,29343944,28678192,"2",282546,"Farm A","Sample",-38,"-6",28395646,"USDA5336"
"USDA5337","68923","7","Control","10/5/19",-11,26208475,25139004,"2",1186607,"Farm A","Sample",-18,"-3",23952397,"USDA5337"
"USDA5341","94134","22","Control","9/6/19",22,29831874,28301438,"2",5072879,"Farm A","Sample",0,"-1",23228559,"USDA5341"
"USDA5344","84738","21","Case","9/7/19",21,33505278,32553700,"2",9867129,"Farm A","Sample",0,"-1",22686571,"USDA5344"
"USDA5350","69002","21","Control","10/11/19",-17,36742124,35299296,"2",1197905,"Farm A","Sample",-38,"-6",34101391,"USDA5350"
"USDA5354","84956","17","Case","9/17/19",7,36674448,35860781,"1",4403925,"Farm A","Sample",-10,"-2",31456856,"USDA5354"
"USDA5369","68688","13","Case","8/31/19",13,29095740,27169527,"1",13548649,"Farm A","Sample",0,"-1",13620878,"USDA5369"
"USDA5387","87215","14","Control","9/9/19",14,41383469,40297383,"1",4420883,"Farm A","Sample",0,"-1",35876500,"USDA5387"
"USDA5390","93845","5","Case","9/18/19",5,38604949,37254590,"2",27702466,"Farm A","Sample",0,"-1",9552124,"USDA5390"
"USDA5397","84738","21","Case","9/7/19",16,33410104,32700142,"1",17450155,"Farm A","Sample",-5,"-1",15249987,"USDA5397"
"USDA5402","84738","21","Case","9/7/19",12,28681374,27819113,"1",13639631,"Farm A","Sample",-9,"-2",14179482,"USDA5402"
"USDA5413","93845","5","Case","9/18/19",-7,26004627,25261203,"2",7967098,"Farm A","Sample",-12,"-2",17294105,"USDA5413"
"USDA5428","69002","21","Control","10/11/19",-22,46987780,45392168,"2",114503,"Farm A","Sample",-43,"≥ -7",45277665,"USDA5428"
"USDA5436","87221","19","Control","8/26/19",19,23824954,22942810,"2",4889300,"Farm A","Sample",0,"-1",18053510,"USDA5436"
"USDA5437","84741","24","Case","9/12/19",24,31473859,30562826,"1",21881941,"Farm A","Sample",0,"-1",8680885,"USDA5437"
"USDA5441","94057","21","Case","8/24/19",21,40048118,38868465,"2",6774625,"Farm A","Sample",0,"-1",32093840,"USDA5441"
"USDA5449","68923","7","Control","10/5/19",-3,26732731,26032799,"1",776303,"Farm A","Sample",-10,"-2",25256496,"USDA5449"
"USDA5451","68726","21","Case","10/2/19",0,43131405,40799217,"1",10125894,"Farm A","Sample",-21,"-3",30673323,"USDA5451"
"USDA5452","87216","15","Case","10/3/19",-1,23628856,23052587,"2",3263314,"Farm A","Sample",-16,"-3",19789273,"USDA5452"
"USDA5469","94122","23","Control","10/14/19",-12,32914451,32213323,"2",318118,"Farm A","Sample",-35,"-5",31895205,"USDA5469"
